id,state,location,mobile_orders,Catering,Pickup,Delivery,WiFi,Playground,breakfast_served,drive_thru,sandwich_price
2262,tn,West Hills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2263,tn,West Market Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2264,tn,West Town Drive-Thru Only (OLD),Yes,Yes,Yes,No,No,No,Yes,No,
2265,tn,West Town Mall,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.09
2266,tn,Wilma Rudolph,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2267,tn,Winchester Road,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
2268,tn,Wolfchase Galleria,Yes,Yes,Yes,No,No,No,No,No,5.19
2269,tn,Wolfcreek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2270,tx,105 & Lonestar Pkwy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2271,tx,10th Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2272,tx,114th & Quaker Avenue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2273,tx,1960 & Cutten,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.85
2274,tx,1960 & Walters,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.85
2275,tx,1960 / I-45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2276,tx,1960 and Eldridge Parkway,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
2277,tx,242 & Harpers Preserve,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2278,tx,249 at Jones Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2279,tx,27th & Nolana,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2280,tx,281 & Trenton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2281,tx,288 & Southfork Drive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2282,tx,290 and Spring Cypress,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2283,tx,2920 / Kuykendahl,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2284,tx,336 Marketplace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2285,tx,45 & Crosstimbers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2286,tx,45 & Wayside,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2287,tx,45 & West Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2288,tx,45 & Woodridge,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
2289,tx,4th & Frankford,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2290,tx,59 & Fondren,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
2291,tx,59 & Kirby,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2292,tx,59 & West Airport Drive-Thru Only,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2293,tx,59 and Little York Drive-Thru Only,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
2294,tx,69th & Slide,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2295,tx,6th & Congress In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.29
2296,tx,75 and Campbell,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
2297,tx,82nd & Milwaukee,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2298,tx,82nd & University,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2299,tx,Abilene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2300,tx,Abilene Christian University,No,No,No,No,No,No,Yes,No,
2301,tx,Abrams & LBJ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
2302,tx,Addison,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.79
2303,tx,Aggieland,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2304,tx,Airway & Edgemere,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2305,tx,Alamo Ranch Marketplace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2306,tx,Alden Bridge Village Center,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2307,tx,Alliance Town Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2308,tx,Alon Town Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2309,tx,Altamesa and McCart,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2310,tx,Alvin (TX),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2311,tx,Amarillo at Gem Lake Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2312,tx,Angelo State University,No,No,No,No,No,No,Yes,No,
2313,tx,Anna Town Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2314,tx,Augusta Woods & Kuykendahl,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.95
2315,tx,Austin Highway,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.85
2316,tx,Balcones Heights,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2317,tx,Bandera Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2318,tx,Barton Creek Square Mall,Yes,Yes,Yes,Yes,Yes,No,No,No,5.09
2319,tx,Bastrop,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2320,tx,Baybrook Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.09
2321,tx,Baylor University Medical Center,No,No,No,No,No,No,Yes,No,
2322,tx,Baylor University on 7th Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2323,tx,Baylor University Student Union,No,No,No,No,No,No,Yes,No,
2324,tx,Baytown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2325,tx,Bella Terra,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2326,tx,Bellmead,No,No,No,No,No,No,No,No,4.99
2327,tx,Belterra Village,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2328,tx,Beltway 8 & Hammerly Blvd.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2329,tx,Beltway 8 & Pearland Parkway,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2330,tx,Beltway 8 & Wallisville Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2331,tx,Beltway 8 at West Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2332,tx,Benbrook,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2333,tx,Blanco Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2334,tx,Boca Chica,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2335,tx,Braker Lane,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2336,tx,Broad and 360,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2337,tx,Broadway Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2338,tx,Broadway Square Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.09
2339,tx,Brownwood [TX],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2340,tx,Bryan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2341,tx,Buda,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2342,tx,Burleson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2343,tx,Calallen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2344,tx,Camp Wisdom & 360,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2345,tx,Carrier Towne Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2346,tx,Cedar Hill,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2347,tx,Cedar Park,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2348,tx,Central & Southwestern,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
2349,tx,Central Mall (TX),Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.09
2350,tx,Centreport,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2351,tx,Chambers Town Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2352,tx,Champions Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2353,tx,Chisholm Trail Ranch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2354,tx,Cielo Vista Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.09
2355,tx,Cinco Ranch,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
2356,tx,City Base Landing,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2357,tx,CityLine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2358,tx,Cityview,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.79
2359,tx,Cleburne [TX],Yes,Yes,Yes,No,No,Yes,Yes,Yes,4.85
2360,tx,Cockrell Hill Drive-Thru Only,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2361,tx,Coit & Spring Creek,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
2362,tx,College Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2363,tx,Colleyville Blvd & Main,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2364,tx,Cook Children's Medical Center,No,No,No,No,No,No,Yes,No,
2365,tx,Copperas Cove,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2366,tx,Copperfield,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2367,tx,Corsicana [TX],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2368,tx,Covenant Medical Ctr (Methodist Hosp),No,No,No,No,No,No,No,No,
2369,tx,Crosby,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2370,tx,Cross Roads,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2371,tx,Custer & 121,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.99
2372,tx,Cypress Towne Lake,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2373,tx,Dallas Baptist University,No,No,No,No,No,No,Yes,No,
2374,tx,Dallas Love Field,No,No,No,No,No,No,No,No,
2375,tx,Dallas/Fort Worth Intl Airport (DFW) - Terminal C,No,No,No,No,No,No,Yes,No,
2376,tx,Dallas/Fort Worth Intl Airport (DFW) - Terminal E,No,No,No,No,Yes,No,Yes,No,
2377,tx,Dallas/Fort Worth Intl Airport (DFW) -Terminal D,No,No,No,No,No,No,Yes,No,
2378,tx,Debbie Ln & Matlock Rd,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2379,tx,Deer Park,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2380,tx,Deerbrook Mall,Yes,Yes,Yes,Yes,No,No,Yes,No,5.09
2381,tx,Del Rio,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2382,tx,Denison [TX],Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.75
2383,tx,Denton Towne Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2384,tx,Desert Blvd.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2385,tx,DeZavala Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2386,tx,Dixieland Road (TX),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2387,tx,Dowlen Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2388,tx,Eagle Pass,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2389,tx,East Alief,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2390,tx,East Longview,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.75
2391,tx,East Pearland,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2392,tx,East Texas Baptist University,No,No,No,No,No,No,Yes,No,
2393,tx,Eastlake Marketplace,No,No,No,No,No,No,No,No,4.95
2394,tx,Edinburg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2395,tx,El Dorado Boulevard,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2396,tx,Eldorado & Ridge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2397,tx,Eldorado & Tollway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2398,tx,Elm St In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.19
2399,tx,Ennis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2400,tx,Everhart,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2401,tx,ExxonMobil,No,No,No,No,No,No,Yes,No,
2402,tx,Fairfield Towne Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2403,tx,Fairmont Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2404,tx,First Colony Mall,Yes,Yes,Yes,No,No,No,Yes,No,5.09
2405,tx,Flour Bluff,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2406,tx,FM 620 North,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2407,tx,Forney,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.99
2408,tx,Forum Shopping Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2409,tx,Founders Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2410,tx,Four Points,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
2411,tx,Frankford Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2412,tx,Franklin Avenue,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
2413,tx,Friendswood (TX),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2414,tx,Frisco Lakes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2415,tx,Gainesville (TX),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2416,tx,Galleria I,Yes,Yes,Yes,Yes,No,No,Yes,No,5.09
2417,tx,Gates Of Prosper,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
2418,tx,Georgetown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2419,tx,Georgia Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2420,tx,Gleannloch Village,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2421,tx,Granbury,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2422,tx,Grand Parkway North,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2423,tx,Grapevine Mills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2424,tx,Greatwood,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2425,tx,Greenville In-Line DT,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
2426,tx,Groves [TX],Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2427,tx,Hampton & I-20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
2428,tx,Harker Heights (TX),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2429,tx,Hawks Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2430,tx,Heights Corner,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2431,tx,Henderson [TX],Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.75
2432,tx,Hendrick Medical Center,No,No,No,No,Yes,No,Yes,No,
2433,tx,Heritage Towne Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2434,tx,Highland Lakes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2435,tx,Highlands Village Shopping Center,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.75
2436,tx,Hillcrest & University In-Line,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5.19
2437,tx,Holcombe & Buffalo Speedway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2438,tx,Houston Baptist University,No,No,No,No,No,No,Yes,No,
2439,tx,Houston Center,Yes,Yes,Yes,Yes,No,No,Yes,No,5.09
2440,tx,Houston George Bush Inter'l Airport - Terminal A,No,No,No,No,No,No,Yes,No,
2441,tx,Houston George Bush Inter'l Airport - Terminal B,No,No,No,No,No,No,Yes,No,
2442,tx,Hudson Oaks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2443,tx,Huebner & Babcock,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2444,tx,Hulen Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.09
2445,tx,Humble,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.89
2446,tx,Huntsville (TX),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2447,tx,Hutto,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.99
2448,tx,Hwy 183 & Central,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2449,tx,Hwy 191 at Faudree Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
2450,tx,Hwy 26 at Precinct Line,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2451,tx,Hwy 66 & Dalrock Rd,No,No,No,No,No,No,No,No,
2452,tx,Hwy 67 & Wintergreen,No,No,No,No,No,No,No,No,4.85
2453,tx,Hwy. 249 at West Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2454,tx,Hwy. 287 & Sublett,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2455,tx,Hwy. 290 & Jones Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2456,tx,Hwy. 6 & Bellaire,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.95
2457,tx,Hwy. 6 at West Little York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2458,tx,Hwy. 96 & South Shore Blvd.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2459,tx,I-10 and Silber Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2460,tx,I-10 and Uvalde,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2461,tx,I-10 at John Martin Rd,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
2462,tx,I-20 and Little Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2463,tx,I-35 at Aquarena Springs,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2464,tx,I-35 at Wonder World Dr.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2465,tx,I-35/Ben White,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2466,tx,I-35/Parmer Lane,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2467,tx,I-45 & Almeda,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2468,tx,I-635 and MacArthur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2469,tx,I-820 and Clifford,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2470,tx,Ingram Park,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.85
2471,tx,Ingram Park Mall (Inside),Yes,Yes,Yes,No,No,No,No,No,5.09
2472,tx,Inwood Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2473,tx,Jacksonville [TX],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2474,tx,Jones Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2475,tx,Justin Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2476,tx,Katy Green,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2477,tx,Katy Mills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2478,tx,Keller,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2479,tx,Kemah,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.79
2480,tx,Kensington Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2481,tx,Kerrville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2482,tx,Kilgore [TX],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2483,tx,Killeen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2484,tx,Kingsville [TX],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2485,tx,Kingwood,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2486,tx,Knickerbocker,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
2487,tx,Kyle,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
2488,tx,La Palmera Mall,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.09
2489,tx,La Plaza & South 10th Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2490,tx,Lake Conroe Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2491,tx,Lake Forest Dr & Hwy 380,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2492,tx,Lake Highlands In-Line DT,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2493,tx,Lake Houston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2494,tx,Lake Jackson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2495,tx,Lake Travis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
2496,tx,Lake Woodlands Drive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2497,tx,Lake Worth (TX),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2498,tx,Lamar University,No,No,No,No,No,No,No,No,
2499,tx,Laredo,Yes,No,No,No,No,Yes,Yes,Yes,4.75
2500,tx,Las Colinas,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
2501,tx,LBJ & Midway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2502,tx,League City Towne Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2503,tx,Leander,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2504,tx,Lebanon & Tollway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2505,tx,Leon Springs,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2506,tx,Lindale (TX),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.75
2507,tx,Livingston [TX],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2508,tx,Lockheed Martin,No,No,No,No,No,No,Yes,No,
2509,tx,Longview Mall,Yes,Yes,Yes,Yes,No,No,Yes,No,5.09
2510,tx,Louetta Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2511,tx,Louis Henna Blvd Drive-Thru Only,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.99
2512,tx,Love Field,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2513,tx,M.D. Anderson Hospital,No,No,No,No,No,No,No,No,
2514,tx,Magnolia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2515,tx,Main & Houston In-Line DT,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.85
2516,tx,Main & Kirby,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.99
2517,tx,Main Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
2518,tx,Mall Del Norte,Yes,Yes,Yes,Yes,No,No,No,No,5.09
2519,tx,Mansfield,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2520,tx,Marbach at 410,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
2521,tx,Market at Springwoods Village,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2522,tx,Marketplace at Bob Bullock,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2523,tx,Marshall,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
2524,tx,Martin Luther King Drive-Thru Only,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
2525,tx,Mason Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2526,tx,McCreless Marketplace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2527,tx,McKinney,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.99
2528,tx,Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2529,tx,Memorial & Dairy Ashford,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2530,tx,Memorial City Mall,Yes,Yes,Yes,Yes,No,No,Yes,No,5.09
2531,tx,Mercedes [TX],Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
2532,tx,Mesa Street & Remcon Circle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2533,tx,Mesquite,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.99
2534,tx,Meyer Park Center,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.99
2535,tx,Meyerland Plaza,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
2536,tx,Mid-County,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2537,tx,Midland Drive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
2538,tx,Midland Park Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.25
2539,tx,Midlothian,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2540,tx,Midwestern State University,No,No,No,No,Yes,No,No,No,
2541,tx,Missouri City,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2542,tx,Montana Avenue at Joe Battle Blvd.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
2543,tx,Montgomery Plaza,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
2544,tx,Morrison Road,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.75
2545,tx,Morton Ranch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
